111 10080
26 10081
10 10082
20 10083
13 10084
36 10085
70 10086
60 10087
20 10088
126 10089
153 10090
120 10091
91 10092
112 10093
132 10094
237 10095
180 10096
79 10097
88 10098
80 10099
40 10100
10 10101
113 10102
40 10103
20 10104
100 10105
68 10106
75 10107
89 10108
51 10109
