in 	 tar 
1868 	 1 
1869 	 1 
1870 	 0 
1871 	 0 
1872 	 0 
1873 	 0 
1874 	 0 
1875 	 0 
1876 	 4 
1877 	 1 
1878 	 0 
1879 	 3 
1880 	 5 
1881 	 1 
1882 	 2 
1883 	 2 
1884 	 0 
1885 	 2 
1886 	 0 
1887 	 1 
1888 	 2 
1889 	 1 
1890 	 15 
1891 	 0 
1892 	 0 
1893 	 0 
1894 	 0 
1895 	 1 
1896 	 1 
1897 	 0 
1898 	 1 
1899 	 0 
1900 	 0 
1901 	 2 
1902 	 1 
1903 	 1 
1904 	 0 
1905 	 7 
1906 	 38 
1907 	 25 
1908 	 9 
1909 	 6 
1910 	 6 
1911 	 5 
1912 	 7 
1913 	 10 
1914 	 8 
1915 	 8 
1916 	 6 
1917 	 9 
1918 	 8 
1919 	 11 
1920 	 15 
1921 	 8 
1922 	 8 
1923 	 36 
1924 	 22 
1925 	 9 
1926 	 14 
1927 	 9 
1928 	 8 
1929 	 12 
1930 	 14 
1931 	 14 
1932 	 11 
1933 	 15 
1934 	 9 
1935 	 8 
1936 	 5 
1937 	 3 
1938 	 3 
1939 	 5 
1940 	 26 
1941 	 7 
1942 	 4 
1943 	 1 
1944 	 1 
1945 	 2 
1946 	 1 
1947 	 6 
1948 	 0 
1949 	 0 
1950 	 2 
1951 	 5 
1952 	 3 
1953 	 4 
1954 	 1 
1955 	 16 
1956 	 1 
1957 	 0 
1958 	 2 
1959 	 5 
1960 	 3 
1961 	 6 
1962 	 3 
1963 	 3 
1964 	 2 
1965 	 4 
1966 	 7 
1967 	 4 
1968 	 1 
1969 	 3 
1970 	 7 
1971 	 7 
1972 	 11 
1973 	 3 
1974 	 3 
1975 	 9 
1976 	 6 
1977 	 5 
1978 	 4 
1979 	 1 
1980 	 11 
1981 	 10 
1982 	 20 
1983 	 11 
1984 	 4 
1985 	 6 
1986 	 3 
1987 	 9 
1988 	 11 
1989 	 11 
1990 	 7 
1991 	 5 
1992 	 3 
1993 	 5 
1994 	 9 
1995 	 7 
1996 	 10 
1997 	 7 
1998 	 2 
1999 	 4 
2000 	 7 
2001 	 7 
2002 	 5 
2003 	 9 
2004 	 4 
2005 	 3 
2006 	 3 
2007 	 1 
2008 	 4 
2009 	 7 
2010 	 3 
2011 	 6 
2012 	 5 
2013 	 6 
2014 	 6 
2015 	 7 
2016 	 7 
2017 	 6 
2018 	 6 
2019 	 3 
2020 	 5 
2021 	 8 
2022 	 11 
2023 	 3 
2024 	 4 
2025 	 5 
2026 	 5 
2027 	 4 
2028 	 5 
2029 	 8 
2030 	 16 
2031 	 3 
2032 	 5 
2033 	 3 
2034 	 7 
2035 	 5 
2036 	 6 
2037 	 4 
2038 	 2 
2039 	 9 
2040 	 15 
2041 	 4 
2042 	 2 
2043 	 2 
2044 	 12 
2045 	 5 
2046 	 7 
2047 	 4 
2048 	 3 
2049 	 11 
2050 	 4 
2051 	 2 
2052 	 8 
2053 	 6 
2054 	 4 
2055 	 5 
2056 	 8 
2057 	 5 
2058 	 3 
2059 	 6 
2060 	 6 
2061 	 9 
2062 	 5 
2063 	 7 
2064 	 4 
2065 	 9 
2066 	 13 
2067 	 9 
2068 	 4 
2069 	 8 
2070 	 5 
2071 	 3 
2072 	 7 
2073 	 9 
2074 	 5 
2075 	 9 
2076 	 4 
2077 	 2 
2078 	 7 
2079 	 6 
2080 	 4 
2081 	 4 
2082 	 14 
2083 	 10 
2084 	 12 
2085 	 9 
2086 	 13 
2087 	 10 
2088 	 7 
2089 	 9 
2090 	 11 
2091 	 7 
2092 	 16 
2093 	 8 
2094 	 12 
2095 	 7 
2096 	 6 
2097 	 10 
2098 	 12 
2099 	 5 
2100 	 11 
2101 	 3 
2102 	 2 
2103 	 7 
2104 	 20 
2105 	 13 
2106 	 10 
2107 	 11 
2108 	 8 
2109 	 10 
2110 	 11 
2111 	 12 
2112 	 7 
2113 	 10 
2114 	 9 
2115 	 8 
2116 	 9 
2117 	 9 
2118 	 9 
2119 	 10 
2120 	 11 
2121 	 9 
2122 	 8 
2123 	 14 
2124 	 10 
2125 	 7 
2126 	 15 
2127 	 10 
2128 	 11 
2129 	 10 
2130 	 11 
2131 	 6 
2132 	 14 
2133 	 5 
2134 	 11 
2135 	 12 
2136 	 9 
2137 	 8 
2138 	 11 
2139 	 9 
2140 	 7 
2141 	 12 
2142 	 17 
2143 	 11 
2144 	 4 
2145 	 4 
2146 	 4 
2147 	 7 
2148 	 9 
2149 	 6 
2150 	 6 
2151 	 2 
2152 	 8 
2153 	 2 
2154 	 3 
2155 	 11 
2156 	 6 
2157 	 9 
2158 	 6 
2159 	 6 
2160 	 12 
2161 	 8 
2162 	 10 
2163 	 8 
2164 	 11 
2165 	 5 
2166 	 17 
2167 	 9 
2168 	 10 
2169 	 7 
2170 	 3 
2171 	 4 
2172 	 10 
2173 	 5 
2174 	 4 
2175 	 10 
2176 	 9 
2177 	 6 
2178 	 6 
2179 	 4 
2180 	 12 
2181 	 11 
2182 	 19 
2183 	 10 
2184 	 20 
2185 	 13 
2186 	 7 
2187 	 6 
2188 	 14 
2189 	 4 
2190 	 14 
2191 	 16 
2192 	 7 
2193 	 6 
2194 	 8 
2195 	 4 
2196 	 7 
2197 	 3 
2198 	 6 
2199 	 8 
2200 	 4 
2201 	 7 
2202 	 6 
2203 	 6 
2204 	 5 
2205 	 10 
2206 	 9 
2207 	 6 
2208 	 14 
2209 	 5 
2210 	 8 
2211 	 8 
2212 	 8 
2213 	 5 
2214 	 6 
2215 	 8 
2216 	 11 
2217 	 13 
2218 	 15 
2219 	 7 
2220 	 21 
2221 	 17 
2222 	 17 
2223 	 22 
2224 	 21 
2225 	 12 
2226 	 12 
2227 	 2 
2228 	 12 
2229 	 4 
2230 	 8 
2231 	 3 
2232 	 8 
2233 	 7 
2234 	 12 
2235 	 11 
2236 	 17 
2237 	 10 
2238 	 14 
2239 	 23 
2240 	 12 
2241 	 18 
2242 	 10 
2243 	 15 
2244 	 25 
2245 	 7 
2246 	 6 
2247 	 4 
2248 	 14 
2249 	 6 
2250 	 8 
2251 	 4 
2252 	 9 
2253 	 1 
2254 	 6 
2255 	 3 
2256 	 10 
2257 	 7 
2258 	 4 
2259 	 5 
2260 	 5 
2261 	 5 
2262 	 3 
2263 	 18 
2264 	 5 
2265 	 6 
2266 	 8 
2267 	 2 
2268 	 2 
2269 	 4 
2270 	 4 
2271 	 3 
2272 	 4 
2273 	 1 
2274 	 4 
2275 	 2 
2276 	 17 
2277 	 10 
2278 	 7 
2279 	 6 
2280 	 16 
2281 	 3 
2282 	 3 
2283 	 3 
2284 	 5 
2285 	 1 
2286 	 2 
2287 	 3 
2288 	 2 
2289 	 4 
2290 	 4 
2291 	 12 
2292 	 9 
2293 	 8 
2294 	 8 
2295 	 1 
2296 	 3 
2297 	 4 
2298 	 6 
2299 	 3 
2300 	 2 
2301 	 9 
2302 	 4 
2303 	 1 
2304 	 7 
2305 	 4 
2306 	 1 
2307 	 6 
2308 	 8 
2309 	 7 
2310 	 1 
2311 	 3 
2312 	 3 
2313 	 3 
2314 	 12 
2315 	 12 
2316 	 2 
2317 	 3 
2318 	 8 
2319 	 7 
2320 	 6 
2321 	 9 
2322 	 4 
2323 	 3 
2324 	 10 
2325 	 8 
2326 	 2 
2327 	 4 
2328 	 6 
2329 	 4 
2330 	 7 
2331 	 9 
2332 	 5 
2333 	 5 
2334 	 8 
2335 	 5 
2336 	 7 
2337 	 7 
2338 	 6 
2339 	 5 
2340 	 7 
2341 	 3 
2342 	 10 
2343 	 2 
2344 	 4 
2345 	 3 
2346 	 9 
2347 	 2 
2348 	 4 
2349 	 8 
2350 	 2 
2351 	 1 
2352 	 8 
2353 	 7 
2354 	 4 
2355 	 3 
2356 	 3 
2357 	 2 
2358 	 4 
2359 	 5 
2360 	 6 
2361 	 3 
2362 	 7 
2363 	 7 
2364 	 5 
2365 	 9 
2366 	 4 
2367 	 7 
2368 	 6 
2369 	 9 
2370 	 4 
2371 	 6 
2372 	 9 
2373 	 3 
2374 	 5 
2375 	 3 
2376 	 5 
2377 	 8 
2378 	 8 
2379 	 6 
2380 	 3 
2381 	 8 
2382 	 9 
2383 	 7 
2384 	 7 
2385 	 9 
2386 	 5 
2387 	 5 
2388 	 4 
2389 	 3 
2390 	 10 
2391 	 4 
2392 	 4 
2393 	 7 
2394 	 6 
2395 	 5 
2396 	 4 
2397 	 8 
2398 	 9 
2399 	 5 
2400 	 12 
2401 	 5 
2402 	 2 
2403 	 4 
2404 	 4 
2405 	 5 
2406 	 4 
2407 	 5 
2408 	 3 
2409 	 4 
2410 	 9 
2411 	 5 
2412 	 6 
2413 	 19 
2414 	 9 
2415 	 7 
2416 	 4 
2417 	 6 
2418 	 6 
2419 	 4 
2420 	 1 
2421 	 3 
2422 	 2 
2423 	 4 
2424 	 3 
2425 	 4 
2426 	 6 
2427 	 7 
2428 	 10 
2429 	 3 
2430 	 3 
2431 	 2 
2432 	 4 
2433 	 2 
2434 	 4 
2435 	 2 
2436 	 3 
2437 	 3 
2438 	 4 
2439 	 6 
2440 	 2 
2441 	 8 
2442 	 6 
2443 	 3 
2444 	 2 
2445 	 2 
2446 	 2 
2447 	 1 
2448 	 2 
2449 	 3 
2450 	 3 
2451 	 1 
2452 	 2 
2453 	 6 
2454 	 0 
2455 	 11 
2456 	 3 
2457 	 1 
2458 	 4 
2459 	 0 
2460 	 13 
2461 	 0 
2462 	 2 
2463 	 2 
2464 	 3 
2465 	 3 
2466 	 3 
2467 	 5 
2468 	 5 
2469 	 10 
2470 	 2 
2471 	 1 
2472 	 2 
2473 	 1 
2474 	 1 
2475 	 4 
2476 	 5 
2477 	 2 
2478 	 5 
2479 	 4 
2480 	 3 
2481 	 7 
2482 	 8 
2483 	 10 
2484 	 3 
2485 	 8 
2486 	 3 
2487 	 3 
2488 	 3 
2489 	 3 
2490 	 4 
2491 	 7 
2492 	 7 
2493 	 4 
2494 	 2 
2495 	 7 
2496 	 6 
2497 	 9 
2498 	 0 
2499 	 6 
2500 	 3 
2501 	 3 
2502 	 1 
2503 	 4 
2504 	 2 
2505 	 2 
2506 	 7 
2507 	 2 
2508 	 1 
2509 	 2 
2510 	 16 
2511 	 5 
2512 	 6 
2513 	 2 
2514 	 4 
2515 	 2 
2516 	 1 
2517 	 1 
2518 	 0 
2519 	 1 
2520 	 9 
2521 	 6 
2522 	 3 
2523 	 2 
2524 	 5 
2525 	 1 
2526 	 1 
2527 	 2 
2528 	 1 
2529 	 2 
2530 	 0 
2531 	 6 
2532 	 0 
2533 	 3 
2534 	 2 
2535 	 2 
2536 	 6 
2537 	 12 
2538 	 11 
2539 	 16 
2540 	 1 
2541 	 1 
2542 	 3 
2543 	 3 
2544 	 0 
2545 	 1 
2546 	 3 
2547 	 0 
2548 	 1 
2549 	 2 
2550 	 0 
2551 	 3 
2552 	 7 
2553 	 4 
2554 	 2 
2555 	 5 
2556 	 2 
2557 	 9 
2558 	 4 
2559 	 1 
2560 	 11 
2561 	 0 
2562 	 1 
2563 	 2 
2564 	 4 
2565 	 6 
2566 	 2 
2567 	 11 
2568 	 2 
2569 	 7 
2570 	 4 
2571 	 3 
2572 	 7 
2573 	 4 
2574 	 8 
2575 	 10 
2576 	 3 
2577 	 13 
2578 	 11 
2579 	 5 
2580 	 23 
2581 	 9 
2582 	 9 
2583 	 7 
2584 	 7 
2585 	 9 
2586 	 10 
2587 	 6 
2588 	 6 
2589 	 10 
2590 	 11 
2591 	 4 
2592 	 6 
2593 	 5 
2594 	 8 
2595 	 5 
2596 	 8 
2597 	 7 
2598 	 11 
2599 	 9 
2600 	 4 
2601 	 10 
2602 	 5 
2603 	 7 
2604 	 5 
2605 	 8 
2606 	 10 
2607 	 12 
2608 	 7 
2609 	 7 
2610 	 12 
2611 	 7 
2612 	 8 
2613 	 11 
2614 	 13 
2615 	 8 
2616 	 7 
2617 	 12 
2618 	 11 
2619 	 5 
2620 	 6 
2621 	 13 
2622 	 5 
2623 	 4 
2624 	 5 
2625 	 2 
2626 	 9 
2627 	 3 
2628 	 6 
2629 	 15 
2630 	 6 
2631 	 3 
2632 	 2 
2633 	 5 
2634 	 8 
2635 	 3 
2636 	 1 
2637 	 5 
2638 	 6 
2639 	 12 
2640 	 15 
2641 	 1 
2642 	 10 
2643 	 7 
2644 	 4 
2645 	 4 
2646 	 4 
2647 	 6 
2648 	 8 
2649 	 4 
2650 	 5 
2651 	 1 
2652 	 1 
2653 	 12 
2654 	 3 
2655 	 2 
2656 	 3 
2657 	 7 
2658 	 6 
2659 	 8 
2660 	 13 
2661 	 7 
2662 	 5 
2663 	 5 
2664 	 3 
2665 	 6 
2666 	 4 
2667 	 4 
2668 	 4 
2669 	 4 
2670 	 4 
2671 	 4 
2672 	 4 
2673 	 1 
2674 	 1 
2675 	 3 
2676 	 2 
2677 	 3 
2678 	 4 
2679 	 1 
2680 	 3 
2681 	 1 
2682 	 5 
2683 	 4 
2684 	 4 
2685 	 3 
2686 	 0 
2687 	 1 
2688 	 1 
2689 	 3 
2690 	 1 
2691 	 2 
2692 	 1 
2693 	 2 
2694 	 3 
2695 	 11 
2696 	 9 
2697 	 2 
2698 	 2 
2699 	 1 
2700 	 7 
2701 	 0 
2702 	 1 
2703 	 3 
2704 	 4 
2705 	 0 
2706 	 0 
2707 	 4 
2708 	 2 
2709 	 5 
2710 	 0 
2711 	 2 
2712 	 3 
2713 	 1 
2714 	 2 
2715 	 1 
2716 	 2 
2717 	 5 
2718 	 1 
2719 	 3 
2720 	 3 
2721 	 2 
2722 	 3 
2723 	 0 
2724 	 1 
2725 	 0 
2726 	 2 
2727 	 1 
2728 	 2 
2729 	 0 
2730 	 2 
2731 	 0 
2732 	 3 
2733 	 0 
2734 	 1 
2735 	 1 
2736 	 0 
2737 	 1 
2738 	 0 
2739 	 0 
2740 	 2 
2741 	 1 
2742 	 1 
2743 	 3 
2744 	 0 
2745 	 0 
2746 	 3 
2747 	 2 
2748 	 2 
2749 	 1 
2750 	 3 
2751 	 1 
2752 	 1 
2753 	 2 
2754 	 1 
2755 	 4 
2756 	 6 
2757 	 1 
2758 	 1 
2759 	 3 
2760 	 11 
2761 	 2 
2762 	 3 
2763 	 4 
2764 	 2 
2765 	 1 
2766 	 3 
2767 	 5 
2768 	 2 
2769 	 3 
2770 	 3 
2771 	 3 
2772 	 7 
2773 	 1 
2774 	 2 
2775 	 2 
2776 	 1 
2777 	 5 
2778 	 3 
2779 	 4 
2780 	 0 
2781 	 2 
2782 	 4 
2783 	 4 
2784 	 4 
2785 	 2 
2786 	 2 
2787 	 1 
2788 	 2 
2789 	 1 
2790 	 2 
2791 	 2 
2792 	 2 
2793 	 1 
2794 	 1 
2795 	 2 
2796 	 2 
2797 	 1 
2798 	 1 
2799 	 0 
2800 	 3 
2801 	 1 
2802 	 1 
2803 	 2 
2804 	 1 
2805 	 2 
2806 	 2 
2807 	 1 
2808 	 0 
2809 	 2 
2810 	 4 
2811 	 3 
2812 	 2 
2813 	 3 
2814 	 2 
2815 	 10 
2816 	 0 
2817 	 1 
2818 	 9 
2819 	 6 
2820 	 13 
2821 	 1 
2822 	 4 
2823 	 2 
2824 	 1 
2825 	 5 
2826 	 0 
2827 	 3 
2828 	 0 
2829 	 4 
2830 	 4 
2831 	 1 
2832 	 0 
2833 	 5 
2834 	 1 
2835 	 7 
2836 	 0 
2837 	 2 
2838 	 0 
2839 	 2 
2840 	 7 
2841 	 2 
2842 	 0 
2843 	 3 
2844 	 4 
2845 	 0 
2846 	 1 
2847 	 1 
2848 	 3 
2849 	 0 
2850 	 1 
2851 	 1 
2852 	 1 
2853 	 1 
2854 	 0 
2855 	 1 
2856 	 2 
2857 	 1 
2858 	 0 
2859 	 3 
2860 	 0 
2861 	 1 
2862 	 0 
2863 	 1 
2864 	 1 
2865 	 9 
2866 	 0 
2867 	 0 
2868 	 2 
2869 	 5 
2870 	 0 
2871 	 1 
2872 	 3 
2873 	 0 
2874 	 1 
2875 	 8 
2876 	 3 
2877 	 0 
2878 	 1 
2879 	 1 
2880 	 8 
2881 	 0 
2882 	 4 
2883 	 0 
2884 	 0 
2885 	 1 
2886 	 1 
2887 	 1 
2888 	 0 
2889 	 3 
2890 	 6 
2891 	 0 
2892 	 1 
2893 	 0 
2894 	 0 
2895 	 6 
2896 	 2 
2897 	 1 
2898 	 1 
2899 	 1 
2900 	 0 
2901 	 2 
2902 	 2 
2903 	 0 
2904 	 2 
2905 	 0 
2906 	 2 
2907 	 0 
2908 	 1 
2909 	 0 
2910 	 0 
2911 	 1 
2912 	 0 
2913 	 3 
2914 	 1 
2915 	 0 
2916 	 4 
2917 	 2 
2918 	 0 
2919 	 0 
2920 	 1 
2921 	 2 
2922 	 60 
2923 	 0 
2924 	 1 
2925 	 0 
2926 	 3 
2927 	 1 
2928 	 0 
2929 	 0 
2930 	 3 
2931 	 1 
2932 	 1 
2933 	 2 
2934 	 1 
2935 	 0 
2936 	 0 
2937 	 4 
2938 	 0 
2939 	 0 
2940 	 5 
2941 	 4 
2942 	 0 
2943 	 2 
2944 	 0 
2945 	 0 
2946 	 4 
2947 	 0 
2948 	 1 
2949 	 6 
2950 	 0 
2951 	 0 
2952 	 0 
2953 	 2 
2954 	 21 
2955 	 45 
2956 	 0 
2957 	 4 
2958 	 0 
2959 	 0 
2960 	 15 
2961 	 56 
2962 	 24 
2963 	 33 
2964 	 86 
2965 	 128 
2966 	 90 
2967 	 30 
2968 	 60 
2969 	 16 
2970 	 29 
2971 	 2 
2972 	 15 
2973 	 0 
2974 	 2 
2975 	 20 
2976 	 0 
2977 	 1 
2978 	 0 
2979 	 0 
2980 	 0 
2981 	 46 
2982 	 30 
2983 	 30 
2984 	 1 
2985 	 15 
2986 	 30 
2987 	 16 
2988 	 19 
2989 	 13 
2990 	 16 
2991 	 15 
2992 	 1 
2993 	 0 
2994 	 1 
2995 	 1 
2996 	 10 
2997 	 2 
2998 	 0 
2999 	 8 
3000 	 8 
3001 	 3 
3002 	 5 
3003 	 9 
3004 	 8 
3005 	 14 
3006 	 7 
3007 	 3 
3008 	 0 
3009 	 0 
3010 	 2 
3011 	 0 
3012 	 8 
3013 	 7 
3014 	 1 
3015 	 5 
3016 	 1 
3017 	 25 
3018 	 18 
3019 	 16 
3020 	 1 
3021 	 0 
3022 	 1 
3023 	 2 
3024 	 28 
3025 	 29 
3026 	 15 
3027 	 45 
3028 	 70 
3029 	 104 
3030 	 73 
3031 	 34 
3032 	 45 
3033 	 47 
3034 	 65 
3035 	 55 
3036 	 60 
3037 	 30 
3038 	 41 
3039 	 22 
3040 	 0 
3041 	 13 
3042 	 3 
3043 	 4 
3044 	 0 
3045 	 0 
3046 	 1 
3047 	 0 
3048 	 1 
3049 	 15 
3050 	 15 
3051 	 15 
3052 	 2 
3053 	 15 
3054 	 31 
3055 	 17 
3056 	 16 
3057 	 18 
3058 	 0 
3059 	 0 
3060 	 4 
3061 	 1 
3062 	 0 
3063 	 3 
3064 	 1 
3065 	 14 
3066 	 7 
3067 	 8 
3068 	 14 
3069 	 5 
3070 	 12 
3071 	 1 
3072 	 0 
3073 	 8 
3074 	 11 
3075 	 6 
3076 	 0 
3077 	 0 
3078 	 0 
3079 	 0 
3080 	 15 
3081 	 20 
3082 	 31 
3083 	 29 
3084 	 15 
3085 	 38 
3086 	 45 
3087 	 44 
3088 	 38 
3089 	 30 
3090 	 47 
3091 	 17 
3092 	 0 
3093 	 14 
3094 	 36 
3095 	 23 
3096 	 1 
3097 	 60 
3098 	 59 
3099 	 30 
3100 	 15 
3101 	 25 
3102 	 6 
3103 	 1 
3104 	 1 
3105 	 15 
3106 	 1 
3107 	 0 
3108 	 13 
3109 	 8 
3110 	 5 
3111 	 1 
3112 	 1 
3113 	 19 
3114 	 45 
3115 	 42 
3116 	 4 
3117 	 0 
3118 	 0 
3119 	 8 
3120 	 21 
3121 	 5 
3122 	 0 
3123 	 2 
3124 	 7 
3125 	 6 
3126 	 0 
3127 	 0 
3128 	 10 
3129 	 0 
3130 	 15 
3131 	 16 
3132 	 15 
3133 	 15 
3134 	 14 
3135 	 1 
3136 	 15 
3137 	 15 
3138 	 44 
3139 	 1 
3140 	 3 
3141 	 3 
3142 	 0 
3143 	 15 
3144 	 2 
3145 	 0 
3146 	 26 
3147 	 4 
3148 	 18 
3149 	 0 
3150 	 29 
3151 	 16 
3152 	 29 
3153 	 44 
3154 	 47 
3155 	 56 
3156 	 15 
3157 	 0 
3158 	 0 
3159 	 16 
3160 	 0 
3161 	 6 
3162 	 20 
3163 	 0 
3164 	 29 
3165 	 1 
3166 	 0 
3167 	 45 
3168 	 59 
3169 	 46 
3170 	 61 
3171 	 31 
3172 	 45 
3173 	 45 
3174 	 0 
3175 	 0 
3176 	 17 
3177 	 0 
3178 	 0 
3179 	 5 
3180 	 9 
3181 	 1 
3182 	 0 
3183 	 0 
3184 	 15 
3185 	 2 
3186 	 15 
3187 	 0 
3188 	 30 
3189 	 0 
3190 	 1 
3191 	 8 
3192 	 8 
3193 	 7 
3194 	 1 
3195 	 1 
3196 	 4 
3197 	 1 
3198 	 0 
3199 	 3 
3200 	 15 
3201 	 2 
3202 	 5 
3203 	 21 
3204 	 16 
3205 	 3 
3206 	 17 
3207 	 9 
3208 	 0 
3209 	 15 
3210 	 33 
3211 	 45 
3212 	 31 
3213 	 15 
3214 	 0 
3215 	 15 
3216 	 11 
3217 	 15 
3218 	 0 
3219 	 26 
3220 	 23 
3221 	 10 
3222 	 0 
3223 	 0 
3224 	 4 
3225 	 6 
3226 	 1 
3227 	 0 
3228 	 22 
3229 	 1 
3230 	 0 
3231 	 20 
3232 	 38 
3233 	 22 
3234 	 39 
3235 	 0 
3236 	 0 
3237 	 0 
3238 	 31 
3239 	 0 
3240 	 23 
3241 	 17 
3242 	 0 
3243 	 16 
3244 	 0 
3245 	 0 
3246 	 0 
3247 	 1 
3248 	 8 
3249 	 5 
3250 	 0 
3251 	 0 
3252 	 0 
3253 	 1 
3254 	 0 
3255 	 1 
3256 	 0 
3257 	 9 
3258 	 20 
3259 	 16 
3260 	 0 
3261 	 16 
3262 	 28 
3263 	 26 
3264 	 0 
3265 	 15 
3266 	 2 
3267 	 1 
3268 	 0 
3269 	 1 
3270 	 0 
3271 	 14 
3272 	 1 
3273 	 1 
3274 	 30 
3275 	 22 
3276 	 40 
3277 	 15 
3278 	 15 
3279 	 45 
3280 	 33 
3281 	 16 
3282 	 41 
3283 	 35 
3284 	 1 
3285 	 1 
3286 	 16 
3287 	 0 
3288 	 15 
3289 	 1 
3290 	 0 
3291 	 2 
3292 	 1 
3293 	 0 
3294 	 0 
3295 	 1 
3296 	 16 
3297 	 2 
3298 	 1 
3299 	 27 
3300 	 6 
3301 	 1 
3302 	 16 
3303 	 0 
3304 	 1 
3305 	 0 
3306 	 1 
3307 	 11 
3308 	 5 
3309 	 6 
3310 	 1 
3311 	 2 
3312 	 2 
3313 	 2 
3314 	 9 
3315 	 3 
3316 	 2 
3317 	 10 
3318 	 8 
3319 	 5 
3320 	 1 
3321 	 2 
3322 	 17 
3323 	 5 
3324 	 18 
3325 	 17 
3326 	 16 
3327 	 19 
3328 	 32 
3329 	 3 
3330 	 2 
3331 	 2 
3332 	 5 
3333 	 2 
3334 	 6 
3335 	 6 
3336 	 0 
3337 	 3 
3338 	 0 
3339 	 0 
3340 	 3 
3341 	 11 
3342 	 3 
3343 	 35 
3344 	 33 
3345 	 45 
3346 	 0 
3347 	 0 
3348 	 2 
3349 	 17 
3350 	 2 
3351 	 17 
3352 	 2 
3353 	 4 
3354 	 4 
3355 	 4 
3356 	 2 
3357 	 3 
3358 	 3 
3359 	 4 
3360 	 29 
3361 	 18 
3362 	 34 
3363 	 3 
3364 	 18 
3365 	 5 
3366 	 8 
3367 	 4 
3368 	 20 
3369 	 3 
3370 	 1 
3371 	 2 
3372 	 9 
3373 	 9 
3374 	 2 
3375 	 4 
3376 	 3 
3377 	 6 
3378 	 19 
3379 	 3 
3380 	 3 
3381 	 4 
3382 	 4 
3383 	 4 
3384 	 5 
3385 	 2 
3386 	 5 
3387 	 4 
3388 	 3 
3389 	 4 
3390 	 3 
3391 	 2 
3392 	 3 
3393 	 19 
3394 	 6 
3395 	 4 
3396 	 3 
3397 	 2 
3398 	 6 
3399 	 4 
3400 	 8 
3401 	 4 
3402 	 4 
3403 	 4 
3404 	 5 
3405 	 5 
3406 	 8 
3407 	 3 
3408 	 2 
3409 	 23 
3410 	 9 
3411 	 4 
3412 	 3 
3413 	 3 
3414 	 7 
3415 	 4 
3416 	 6 
3417 	 7 
3418 	 4 
3419 	 5 
3420 	 9 
3421 	 4 
3422 	 4 
3423 	 7 
3424 	 4 
3425 	 8 
3426 	 8 
3427 	 6 
3428 	 9 
3429 	 3 
3430 	 6 
3431 	 14 
3432 	 7 
3433 	 8 
3434 	 5 
3435 	 3 
3436 	 13 
3437 	 8 
3438 	 6 
3439 	 7 
3440 	 18 
3441 	 9 
3442 	 3 
3443 	 7 
3444 	 11 
3445 	 15 
3446 	 8 
3447 	 6 
3448 	 5 
3449 	 5 
3450 	 7 
3451 	 7 
3452 	 10 
3453 	 7 
3454 	 4 
3455 	 5 
3456 	 7 
3457 	 4 
3458 	 5 
3459 	 6 
3460 	 9 
3461 	 12 
3462 	 5 
3463 	 2 
3464 	 6 
3465 	 15 
3466 	 9 
3467 	 9 
3468 	 4 
3469 	 3 
3470 	 11 
3471 	 4 
3472 	 6 
3473 	 6 
3474 	 9 
3475 	 3 
3476 	 1 
3477 	 5 
3478 	 9 
3479 	 3 
3480 	 11 
3481 	 4 
3482 	 7 
3483 	 7 
3484 	 1 
3485 	 2 
3486 	 7 
3487 	 2 
3488 	 6 
3489 	 8 
3490 	 5 
3491 	 4 
3492 	 3 
3493 	 3 
3494 	 3 
3495 	 16 
3496 	 2 
3497 	 11 
3498 	 2 
3499 	 5 
3500 	 5 
3501 	 8 
3502 	 2 
3503 	 4 
3504 	 4 
3505 	 19 
3506 	 5 
3507 	 2 
3508 	 6 
3509 	 2 
3510 	 3 
3511 	 3 
3512 	 7 
3513 	 7 
3514 	 1 
3515 	 23 
3516 	 3 
3517 	 3 
3518 	 4 
3519 	 5 
3520 	 6 
3521 	 4 
3522 	 3 
3523 	 6 
3524 	 4 
3525 	 22 
3526 	 4 
3527 	 9 
3528 	 6 
3529 	 2 
3530 	 5 
3531 	 5 
3532 	 7 
3533 	 3 
3534 	 21 
3535 	 5 
3536 	 4 
3537 	 8 
3538 	 6 
3539 	 9 
3540 	 10 
3541 	 3 
3542 	 2 
3543 	 6 
3544 	 5 
3545 	 2 
3546 	 4 
3547 	 4 
3548 	 7 
3549 	 5 
3550 	 5 
3551 	 6 
3552 	 8 
3553 	 15 
3554 	 8 
3555 	 4 
3556 	 6 
3557 	 7 
3558 	 4 
3559 	 11 
3560 	 9 
3561 	 8 
3562 	 9 
3563 	 4 
3564 	 5 
3565 	 7 
3566 	 10 
3567 	 18 
3568 	 8 
3569 	 7 
3570 	 33 
3571 	 7 
3572 	 10 
3573 	 11 
3574 	 16 
3575 	 31 
3576 	 8 
3577 	 8 
3578 	 12 
3579 	 9 
3580 	 13 
3581 	 12 
3582 	 10 
3583 	 5 
3584 	 8 
3585 	 9 
3586 	 7 
3587 	 6 
3588 	 6 
3589 	 8 
3590 	 7 
3591 	 12 
3592 	 7 
3593 	 8 
3594 	 21 
3595 	 6 
3596 	 5 
3597 	 11 
3598 	 8 
3599 	 4 
3600 	 11 
3601 	 8 
3602 	 5 
3603 	 6 
3604 	 3 
3605 	 3 
3606 	 6 
3607 	 16 
3608 	 15 
3609 	 3 
3610 	 2 
3611 	 3 
3612 	 8 
3613 	 7 
3614 	 9 
3615 	 4 
3616 	 5 
