1109087545.0,1.0,193.0,109.0,0.002
1109087546.0,1.0,244.0,86.0,0.004
1109087609.0,1.0,60.0,17.0,0.001
1109091229.0,1.0,2.0,1.0,0.5
1109091214.0,1.0,2.0,500.0,0.001
1109090970.0,2.0,2.0,1.0,0.25
1109161778.0,1.0,264.0,11.0,0.028
1109162032.0,1.0,2.0,1.0,0.5
1109170582.0,2.0,254.0,14.0,0.401
1109249185.0,1.0,195.0,21.0,0.005
1109249365.0,1.0,169.0,12.0,0.005
1109258587.0,1.0,195.0,15.0,0.007
1109259092.0,1.0,169.0,18.0,0.001
1109264254.0,2.0,98.0,10.0,0.005
1109335071.0,1.0,498.0,24.0,0.924
1109335417.0,2.0,85.0,18.0,0.003
1109339940.0,2.0,98.0,10.0,0.005
1109341628.0,4.0,42.0,18.0,0.002
1109342255.0,4.0,49.0,15.0,0.002
1109346204.0,4.0,42.0,18.0,0.001
1109347496.0,4.0,49.0,15.0,0.001
1109679706.0,4.0,2.0,1.0,0.125
1109679869.0,4.0,2.0,1.0,0.125
1109680342.0,4.0,67.0,15.0,0.001
1109682223.0,2.0,160.0,75.0,0.001
1109685008.0,1.0,321.0,75.0,0.001
1109685048.0,2.0,135.0,93.0,0.001
1109685502.0,2.0,161.0,78.0,0.001
1109686325.0,2.0,135.0,85.0,0.001
1109686419.0,4.0,67.0,97.0,0.001
1109688024.0,2.0,135.0,85.0,0.001
1109688288.0,2.0,161.0,75.0,0.001
1109688342.0,2.0,135.0,85.0,0.001
1109688757.0,2.0,161.0,78.0,0.001
1109691236.0,2.0,135.0,85.0,0.001
1109691299.0,2.0,135.0,89.0,0.001
1109691728.0,2.0,160.0,75.0,0.001
1109692903.0,2.0,161.0,258.0,0.001
1109693005.0,2.0,135.0,311.0,0.001
1109693446.0,2.0,161.0,267.0,0.001
1109693609.0,2.0,135.0,319.0,0.001
1109694594.0,2.0,161.0,22.0,0.001
1109773198.0,2.0,161.0,258.0,0.001
1109773304.0,2.0,135.0,311.0,0.001
1109775267.0,4.0,80.0,259.0,0.001
1109775385.0,4.0,67.0,310.0,0.001
1109775393.0,4.0,80.0,266.0,0.001
1109776993.0,4.0,67.0,1131.0,0.001
1109777073.0,4.0,80.0,259.0,0.001
1109778120.0,4.0,67.0,1131.0,0.001
1109778456.0,4.0,80.0,950.0,0.001
1109782204.0,2.0,251.0,14.0,0.015
1110296062.0,4.0,80.0,963.0,0.001
1110296285.0,4.0,67.0,1134.0,0.001
1110367818.0,2.0,160.0,453.0,0.001
1110367851.0,4.0,67.0,157.0,0.001
1110368027.0,2.0,135.0,1119.0,0.001
1110381706.0,2.0,161.0,944.0,0.001
1110381787.0,2.0,149.0,1020.0,0.001
1110385118.0,2.0,174.0,874.0,0.001
1110385249.0,4.0,74.0,1027.0,0.001
1110387981.0,4.0,87.0,874.0,0.001
1110389334.0,2.0,174.0,874.0,0.001
1110445927.0,2.0,149.0,1017.0,0.001
1110449500.0,2.0,174.0,874.0,0.001
1110451965.0,2.0,148.0,1030.0,0.001
1110457466.0,2.0,149.0,1013.0,0.001
1110457991.0,2.0,174.0,871.0,0.001
1110458764.0,2.0,149.0,1013.0,0.001
1110459953.0,2.0,174.0,876.0,0.001
1110462529.0,4.0,74.0,1057.0,0.001
1110462556.0,2.0,174.0,885.0,0.001
1110463130.0,4.0,74.0,1027.0,0.001
1110535910.0,2.0,2.0,1.0,0.25
1110536227.0,4.0,87.0,911.0,0.001
1110536943.0,2.0,148.0,1027.0,0.001
1110537396.0,2.0,148.0,1034.0,0.001
1110537401.0,2.0,174.0,876.0,0.001
1110537945.0,2.0,149.0,7.0,0.002
1110538638.0,2.0,148.0,47.0,0.001
1110538781.0,2.0,149.0,1023.0,0.001
1110540366.0,2.0,148.0,142.0,0.001
1110540275.0,2.0,174.0,876.0,0.001
1110795463.0,2.0,98.0,1551.0,0.001
1110795537.0,2.0,111.0,1369.0,0.001
1110814309.0,2.0,98.0,1556.0,0.001
1110815505.0,2.0,111.0,1378.0,0.001
1110816609.0,2.0,98.0,1556.0,0.001
1110817477.0,2.0,111.0,1374.0,0.001
1110817754.0,2.0,98.0,1551.0,0.001
1110818807.0,2.0,98.0,1551.0,0.001
1110882716.0,4.0,49.0,97.0,0.001
1110882741.0,2.0,111.0,86.0,0.001
1110882742.0,4.0,49.0,102.0,0.001
1110882789.0,4.0,49.0,102.0,0.001
1110882812.0,2.0,111.0,90.0,0.001
1110882833.0,4.0,49.0,97.0,0.001
1110882877.0,4.0,49.0,102.0,0.001
1110882903.0,2.0,111.0,86.0,0.001
1110882927.0,4.0,49.0,102.0,0.001
1110882948.0,2.0,111.0,95.0,0.001
1110882974.0,4.0,49.0,102.0,0.001
1110883065.0,2.0,98.0,102.0,0.001
1110883090.0,4.0,56.0,94.0,0.001
1110883113.0,2.0,111.0,90.0,0.001
1110883113.0,2.0,98.0,102.0,0.001
1110883137.0,4.0,56.0,85.0,0.001
1110883182.0,4.0,49.0,107.0,0.001
1110883204.0,2.0,98.0,92.0,0.001
1110883204.0,2.0,111.0,95.0,0.001
1110883254.0,2.0,98.0,97.0,0.001
1110883279.0,4.0,49.0,107.0,0.001
1110883301.0,2.0,99.0,101.0,0.001
1110883299.0,2.0,111.0,90.0,0.001
1110883323.0,4.0,49.0,97.0,0.001
1110883345.0,2.0,111.0,90.0,0.001
1110883347.0,2.0,98.0,107.0,0.001
1110883369.0,4.0,56.0,89.0,0.001
1110883413.0,4.0,49.0,102.0,0.001
1110883392.0,2.0,98.0,102.0,0.001
1110883439.0,4.0,49.0,102.0,0.001
1110883488.0,4.0,49.0,97.0,0.001
1110883513.0,2.0,98.0,102.0,0.001
1110883510.0,2.0,111.0,90.0,0.001
1110883625.0,4.0,55.0,109.0,0.001
1110883674.0,4.0,56.0,94.0,0.001
