1319414408.0;I;3309;wmpoperations;getVersion
1319414415.0;I;3331;wmpoperations;getVersion
1319414428.0;I;3590;wmpoperations;getVersion
1319414429.0;I;3396;wmpoperations;getVersion
1319414522.0;I;3331;wmpoperations;getVersion
1319414620.0;I;11757;wmpoperations;getVersion
1319414620.0;I;11814;wmpoperations;getVersion
1319414620.0;I;11838;wmpoperations;getVersion
1319414620.0;I;11865;wmpoperations;getVersion
1319414623.0;I;11838;wmpoperations;getVersion
1319414645.0;I;11865;wmpoperations;getVersion
1319414668.0;I;11869;wmpoperations;getVersion
1319414770.0;I;11757;wmpoperations;getVersion
1319414817.0;I;11865;wmpoperations;getVersion
1319414819.0;I;11838;wmpoperations;getVersion
1319414860.0;I;11814;wmpoperations;getVersion
1319414908.0;I;11757;wmpoperations;getVersion
1319414919.0;I;11757;wmpoperations;getVersion
1319414994.0;I;11838;wmpoperations;getVersion
1319414997.0;I;11814;wmpoperations;getVersion
1319415017.0;I;11814;wmpoperations;getVersion
1319415040.0;I;11838;wmpoperations;getVersion
1319415045.0;I;11865;wmpoperations;getVersion
1319415048.0;I;11757;wmpoperations;getVersion
1319415067.0;I;11838;wmpoperations;getVersion
1319415085.0;I;11838;wmpoperations;getVersion
1319415086.0;I;11814;wmpoperations;getVersion
1319415086.0;I;11865;wmpoperations;getVersion
1319415092.0;I;11865;wmpoperations;getVersion
1319415096.0;I;11814;wmpoperations;getVersion
1319415098.0;I;11814;wmpoperations;getVersion
1319415107.0;I;11757;wmpoperations;getVersion
1319415115.0;I;16371;wmpoperations;getVersion
1319415117.0;I;15737;wmpoperations;getVersion
1319415132.0;I;11838;wmpoperations;getVersion
1319415158.0;I;11838;wmpoperations;getVersion
1319415160.0;I;16776;wmpoperations;getVersion
1319415185.0;I;15737;wmpoperations;getVersion
1319415204.0;I;11814;wmpoperations;getVersion
1319415218.0;I;16776;wmpoperations;getVersion
1319415233.0;I;15737;wmpoperations;getVersion
1319415233.0;I;16769;wmpoperations;getVersion
1319415236.0;I;11838;wmpoperations;getVersion
1319415242.0;I;15737;wmpoperations;getVersion
1319415266.0;I;16371;wmpoperations;getVersion
1319415276.0;I;15737;wmpoperations;getVersion
1319415278.0;I;16769;wmpoperations;getVersion
1319415300.0;I;16371;wmpoperations;getVersion
1319415306.0;I;16769;wmpoperations;getVersion
1319415309.0;I;11838;wmpoperations;getVersion
1319415311.0;I;16776;wmpoperations;getVersion
1319415325.0;I;15737;wmpoperations;getVersion
1319415337.0;I;16769;wmpoperations;getVersion
1319415343.0;I;16371;wmpoperations;getVersion
1319415357.0;I;16776;wmpoperations;getVersion
1319415358.0;I;16371;wmpoperations;getVersion
1319415359.0;I;16769;wmpoperations;getVersion
1319415380.0;I;15737;wmpoperations;getVersion
1319415383.0;I;17552;wmpoperations;getVersion
1319415385.0;I;16371;wmpoperations;getVersion
1319415391.0;I;16769;wmpoperations;getVersion
1319415406.0;I;16776;wmpoperations;getVersion
1319415410.0;I;16371;wmpoperations;getVersion
1319415428.0;I;16776;wmpoperations;getVersion
1319415434.0;I;17552;wmpoperations;getVersion
1319415435.0;I;18263;wmpoperations;getVersion
