1319463992.0;S;19104;WMPEventlogger;logAcceptEventSync
1319468471.0;S;9143;WMPEventlogger;logAcceptEventSync
1319469392.0;S;19361;WMPEventlogger;logAcceptEventSync
1319485556.0;S;8925;WMPEventlogger;registerJob
1319490293.0;S;32736;WMPEventlogger;logAcceptEventSync
1319512577.0;S;20505;WMPEventlogger;logAcceptEventSync
1319520752.0;S;13570;WMPEventlogger;logAcceptEventSync
1319523990.0;S;30208;WMPEventlogger;logAcceptEventSync
1319531151.0;S;12450;WMPEventlogger;registerJob
1319534314.0;S;4660;WMPEventlogger;registerJob
1319540175.0;S;22849;WMPEventlogger;logAcceptEventSync
1318941015.0;S;7422;WMPEventlogger;registerJob
1318941016.0;S;12781;WMPEventlogger;registerJob
1318941016.0;S;9488;WMPEventlogger;registerJob
1318941016.0;S;11426;WMPEventlogger;registerJob
1318941021.0;S;12781;WMPEventlogger;registerJob
1318941021.0;S;9488;WMPEventlogger;registerJob
1318941021.0;S;11426;WMPEventlogger;registerJob
1318941026.0;S;7422;WMPEventlogger;registerJob
1318941029.0;S;12781;WMPEventlogger;registerJob
1318941029.0;S;9488;WMPEventlogger;registerJob
1318941029.0;S;11426;WMPEventlogger;registerJob
1318941038.0;S;7422;WMPEventlogger;registerJob
1318941076.0;S;14667;WMPEventlogger;registerJob
1318941090.0;S;14667;WMPEventlogger;registerJob
1318941099.0;S;14667;WMPEventlogger;registerJob
1318941140.0;S;9488;WMPEventlogger;registerJob
1318941141.0;S;12598;WMPEventlogger;registerJob
1318941146.0;S;11426;WMPEventlogger;registerJob
1318941149.0;S;12598;WMPEventlogger;registerJob
1318941155.0;S;12598;WMPEventlogger;registerJob
1318941155.0;S;9488;WMPEventlogger;registerJob
1318941158.0;S;11426;WMPEventlogger;registerJob
1318941169.0;S;9488;WMPEventlogger;registerJob
1318941173.0;S;11426;WMPEventlogger;registerJob
1318941303.0;S;22337;WMPEventlogger;registerJob
1318941304.0;S;23078;WMPEventlogger;registerJob
1318941304.0;S;22560;WMPEventlogger;registerJob
1318941308.0;S;22337;WMPEventlogger;registerJob
1318941319.0;S;23078;WMPEventlogger;registerJob
1318941319.0;S;22337;WMPEventlogger;registerJob
1318941319.0;S;22560;WMPEventlogger;registerJob
1318941327.0;S;23078;WMPEventlogger;registerJob
1318941327.0;S;22560;WMPEventlogger;registerJob
1318941448.0;S;23078;WMPEventlogger;registerJob
1318941449.0;S;30030;WMPEventlogger;registerJob
1318941449.0;S;28799;WMPEventlogger;registerJob
1318941457.0;S;31604;WMPEventlogger;registerJob
1318941458.0;S;23078;WMPEventlogger;registerJob
1318941459.0;S;29809;WMPEventlogger;registerJob
1318941460.0;S;30030;WMPEventlogger;registerJob
1318941460.0;S;28799;WMPEventlogger;registerJob
